job_id,岗位名称,公司名称,招聘单位,行业,招聘性质,毕业届别,工作地点,岗位大类,投递截止,截止类型,原链接,投递入口,来源,状态,复核时间,备注
tencent-1282707395466077184,Agent开发工程师,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州、成都,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282707395466077184,https://join.qq.com/post_detail.html?postid=1282707395466077184,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707395466077185,AI应用工程师,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州、成都,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282707395466077185,https://join.qq.com/post_detail.html?postid=1282707395466077185,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707395466077186,AI算法工程,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282707395466077186,https://join.qq.com/post_detail.html?postid=1282707395466077186,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1283126460798018560,技术研究-高性能计算方向,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州、成都、合肥,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1283126460798018560,https://join.qq.com/post_detail.html?postid=1283126460798018560,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1283126524891177984,技术研究-基础架构方向,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1283126524891177984,https://join.qq.com/post_detail.html?postid=1283126524891177984,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1277366755316311040,投资分析,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,北京,职能,,未披露,https://join.qq.com/post_detail.html?postid=1277366755316311040,https://join.qq.com/post_detail.html?postid=1277366755316311040,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282032033786619904,游戏策划培训生,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、杭州,产品,,未披露,https://join.qq.com/post_detail.html?postid=1282032033786619904,https://join.qq.com/post_detail.html?postid=1282032033786619904,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282032033786619905,游戏发行/运营培训生,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、上海,产品,,未披露,https://join.qq.com/post_detail.html?postid=1282032033786619905,https://join.qq.com/post_detail.html?postid=1282032033786619905,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282032034373805056,游戏客户端开发,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、杭州,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282032034373805056,https://join.qq.com/post_detail.html?postid=1282032034373805056,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707374754604032,产品策划,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州、成都,产品,,未披露,https://join.qq.com/post_detail.html?postid=1282707374754604032,https://join.qq.com/post_detail.html?postid=1282707374754604032,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707375417304064,市场营销,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州,职能,,未披露,https://join.qq.com/post_detail.html?postid=1282707375417304064,https://join.qq.com/post_detail.html?postid=1282707375417304064,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707379615819776,项目管理,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,西安、深圳、北京、上海,产品,,未披露,https://join.qq.com/post_detail.html?postid=1282707379615819776,https://join.qq.com/post_detail.html?postid=1282707379615819776,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707379615819777,产品运营,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、广州、成都,产品,,未披露,https://join.qq.com/post_detail.html?postid=1282707379615819777,https://join.qq.com/post_detail.html?postid=1282707379615819777,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707380882482176,商务拓展,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、广州、中国香港,职能,,未披露,https://join.qq.com/post_detail.html?postid=1282707380882482176,https://join.qq.com/post_detail.html?postid=1282707380882482176,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707381767480320,商业分析,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州,职能,,未披露,https://join.qq.com/post_detail.html?postid=1282707381767480320,https://join.qq.com/post_detail.html?postid=1282707381767480320,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707383965295616,后台开发,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州、成都、武汉、杭州,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282707383965295616,https://join.qq.com/post_detail.html?postid=1282707383965295616,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707383965295617,移动客户端开发,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、广州、成都、合肥,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282707383965295617,https://join.qq.com/post_detail.html?postid=1282707383965295617,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
tencent-1282707390126745600,算法-机器学习方向,腾讯科技（深圳）有限公司,腾讯科技（深圳）有限公司,互联网,校招,应届毕业生,深圳、北京、上海、广州、成都,技术研发,,未披露,https://join.qq.com/post_detail.html?postid=1282707390126745600,https://join.qq.com/post_detail.html?postid=1282707390126745600,腾讯校园招聘官方网站(staging),unverified,2026-09-10 11:55:13,公开校招岗位列表可见；未披露截止日期，未尝试投递。
