section,slug,original_name,cleaned_name,source
beisen,xnjz,中国建筑西南设计研究院有限公司,中国建筑西南设计研究院有限公司,unchanged
beisen,xtc-xny1,厦钨新能源,厦钨新能源,unchanged
beisen,xynovatech,曦诺未来,曦诺未来,unchanged
beisen,yarbo,汉阳科技,汉阳科技,unchanged
beisen,yasc,YASC招聘门户,长飞先进半导体,table
beisen,yat-pro,亚特电器,亚特电器,unchanged
beisen,yckjgf,元琛科技,元琛科技,unchanged
beisen,yealink,亿联网络,亿联网络,unchanged
beisen,yeastar,星纵数字,星纵数字,unchanged
beisen,yeestor,得一微电子,得一微电子,unchanged
beisen,yfdyf1,益丰校招,益丰集团,table
beisen,yfy,一飞院,一飞院,unchanged
beisen,yhwins2,赢合科技校招,赢合科技,table
beisen,yiconcept,衣臻时装有限公司,衣臻时装有限公司,unchanged
beisen,ymtc,长江存储,长江存储,unchanged
beisen,ynsnjt,神农集团,神农集团,unchanged
beisen,yofc2,长飞光纤光缆股份有限公司 27届校招,长飞光纤光缆股份有限公司,table
beisen,yonda1,永达集团【新】,永达集团【新】,unchanged
beisen,yongxinbj,永芯科技,永芯科技,unchanged
beisen,youibot1,优艾智合,优艾智合,unchanged
beisen,youshan,友山科技,友山科技,unchanged
beisen,yunzhangfang,云帐房,云帐房,unchanged
beisen,zbom,志邦家居,志邦家居,unchanged
beisen,zgky,藏格矿业股份有限公司,藏格矿业股份有限公司,unchanged
beisen,zhcpa,中汇会计师事务所（特殊普通合伙）,中汇会计师事务所（特殊普通合伙）,unchanged
beisen,zhenshigroup,振石控股集团有限公司,振石控股集团有限公司,unchanged
beisen,zhihuiya,智慧芽信息科技（苏州）有限公司,智慧芽信息科技（苏州）有限公司,unchanged
beisen,zhmag,正海磁材-,正海磁材-,unchanged
beisen,zhonghongpulin,中红医疗,中红医疗,unchanged
beisen,zhxcn,中迅农科,中迅农科,unchanged
beisen,znvhr1,深圳力维智联技术有限公司,深圳力维智联技术有限公司,unchanged
beisen,zrpgroup,中荣股份2027届,中荣股份2027届,unchanged
beisen,zzpxx,平行线教育,平行线教育,unchanged
beisen,zztrp1,时代新材,时代新材,unchanged
moka,37/58016,三七互娱,三七互娱,unchanged
moka,wps/41436,金山办公,金山办公,unchanged
moka,hypergryph/26326,鹰角网络,鹰角网络,unchanged
moka,antahr/142914,安踏集团,安踏集团,unchanged
moka,eebbk/37594,小天才,小天才,unchanged
moka,paipaidai/168312,信也科技,信也科技,unchanged
moka,3irobotics/147137,杉川集团,杉川集团,unchanged
moka,3peakic/67894,思瑞浦,思瑞浦,unchanged
moka,688037/144533,芯源微,芯源微,unchanged
moka,accelink/139973,光迅科技,光迅科技,unchanged
moka,advantest/144999,爱德万测试,爱德万测试,unchanged
moka,ahjy/168235,巨一科技,巨一科技,unchanged
moka,akmmv/45089,安捷利美维,安捷利美维,unchanged
moka,alpha2fund/151124,平方和投资,平方和投资,unchanged
moka,amec/4362,中微公司,中微公司,unchanged
moka,anhuirohgzhirixin/73950,容知日新,容知日新,unchanged
moka,anlogic/46366,安路科技,安路科技,unchanged
moka,anyka/147131,安凯微电子,安凯微电子,unchanged
moka,REDACTED,安谋科技,安谋科技,unchanged
moka,arraycomm/70372,爱瑞无线,爱瑞无线,unchanged
moka,ascenpower/166280,芯粤能半导体,芯粤能半导体,unchanged
moka,asrmicro/71887,翱捷科技,翱捷科技,unchanged
moka,REDACTED,阿斯利康中国,阿斯利康中国,unchanged
moka,astribot/144862,星尘智能,星尘智能,unchanged
moka,astronstone/168327,宇石空间,宇石空间,unchanged
moka,baai/42174,智源研究院,智源研究院,unchanged
moka,baorong/25901,保融科技,保融科技,unchanged
moka,batf/144997,巴德富集团,巴德富集团,unchanged
moka,berrygenomics/24086,贝瑞基因,贝瑞基因,unchanged
moka,bestcomm/43337,百诺医药,百诺医药,unchanged
moka,bestqi/45208,倍思奇,倍思奇,unchanged
moka,bgyfw/47073,碧桂园服务,碧桂园服务,unchanged
moka,bigo/1018,BIGO,BIGO,unchanged
moka,bjwgby/118127,微观博易,微观博易,unchanged
moka,blackhills/76097,道远咨询,道远咨询,unchanged
moka,blovelight/45215,蓝光智能,蓝光智能,unchanged
moka,bonditech/143553,邦戴数科,邦戴数科,unchanged
moka,bosch/151492,博世中国•智行学院,博世中国•智行学院,unchanged
moka,bosch/168626,博世中国,博世中国,unchanged
moka,boseq/140969,玻色量子,玻色量子,unchanged
moka,bosssoft/68370,博思软件,博思软件,unchanged
moka,botanee/95426,贝泰妮集团,贝泰妮集团,unchanged
moka,brother/150716,兄弟科技,兄弟科技,unchanged
moka,bsfit/1076,邦盛科技,邦盛科技,unchanged
moka,caih/6773,中国东信,中国东信,unchanged
moka,calterah/1109,加特兰微电子,加特兰微电子,unchanged
moka,canmax/140246,天华新能,天华新能,unchanged
moka,canrui/42687,灿瑞科技,灿瑞科技,unchanged
moka,REDACTED,嘉士伯中国,嘉士伯中国,unchanged
moka,catlhr/142020,时代上汽,时代上汽,unchanged
moka,catlhr/182326,时代天源,时代天源,unchanged
moka,centuryfrontier/24842,世纪前沿,世纪前沿,unchanged
moka,cetc30/36270,中国网安/三十所,中国网安/三十所,unchanged
moka,cetcles/40889,中国电科28所,中国电科28所,unchanged
moka,cggc/145102,中国能建葛洲坝集团,中国能建葛洲坝集团,unchanged
moka,chaocanshu/45562,寅成智能,寅成智能,unchanged
moka,cobetterfilter/141059,科百特,科百特,unchanged
moka,cpicproperty/150956,太平洋产险安徽分公司,太平洋产险安徽分公司,unchanged
moka,cwisemicro/182011,芯慧微,芯慧微,unchanged
moka,cxtwh/54032,武汉楚兴技术有限公司,武汉楚兴技术有限公司,unchanged
moka,cyagen/100175,赛业生物,赛业生物,unchanged
moka,dameng/170579,达梦数据,达梦数据,unchanged
moka,dapustor/54046,DapuStor大普微,DapuStor大普微,unchanged
moka,dekangmuye/151636,德康集团,德康集团,unchanged
moka,dexforce/149228,跨维智能,跨维智能,unchanged
moka,dfmc/164438,东风汽车集团有限公司,东风汽车集团有限公司,unchanged
moka,dfmc/164558,智新科技股份有限公司,智新科技股份有限公司,unchanged
moka,dfmc/168424,东风汽车研发总院,东风汽车研发总院,unchanged
moka,dfmc/168535,东风汽车-猛士汽车,东风汽车-猛士汽车,unchanged
moka,dianzhong/28122,点众科技,点众科技,unchanged
moka,dicastal/140651,中信戴卡,中信戴卡,unchanged
moka,dkjc/142338,燕东微,燕东微,unchanged
moka,dolphindb/101962,DolphinDB,DolphinDB,unchanged
moka,duowei/142740,多维联合集团,多维联合集团,unchanged
moka,easpring/102152,当升科技,当升科技,unchanged
moka,enflame/168420,燧原科技,燧原科技,unchanged
moka,enmotech/47098,云和恩墨,云和恩墨,unchanged
moka,eqhr/39786,易控智驾,易控智驾,unchanged
moka,etek/170559,力芯微电子,力芯微电子,unchanged
moka,evtech/47503,富特科技,富特科技,unchanged
moka,fabu/56114,飞步科技,飞步科技,unchanged
moka,fairlandgroup/75892,菲亚兰德集团,菲亚兰德集团,unchanged
moka,REDACTED,佛吉亚,佛吉亚,unchanged
moka,feiyu/142123,飞鱼科技,飞鱼科技,unchanged
moka,fftai/147078,傅利叶,傅利叶,unchanged
moka,fjdynamics/70012,丰疆智能,丰疆智能,unchanged
moka,fjlm/128157,福龙马集团,福龙马集团,unchanged
moka,flashhold/40527,快仓机器人,快仓机器人,unchanged
moka,fmsh/172387,复旦微电子集团,复旦微电子集团,unchanged
moka,ford/43706,福特中国,福特中国,unchanged
moka,fosunwealth/146703,复星财富控股,复星财富控股,unchanged
moka,galasports/98034,望尘科技,望尘科技,unchanged
moka,REDACTED,Garena,Garena,unchanged
moka,REDACTED,极智嘉,极智嘉,unchanged
moka,geely/94419,沃飞长空,沃飞长空,unchanged
moka,gehc/142250,GE医疗,GE医疗,unchanged
moka,genwealth/142156,华钧广汇,华钧广汇,unchanged
moka,giga-da/26752,鸿芯微纳,鸿芯微纳,unchanged
moka,gigadevice/92215,兆易创新,兆易创新,unchanged
moka,giikin/94708,吉客印,吉客印,unchanged
moka,grgbanking/39448,广电运通集团,广电运通集团,unchanged
moka,gshm/172184,格兰云天,格兰云天,unchanged
moka,gtjaqh/136276,国泰君安期货,国泰君安期货,unchanged
moka,guming/39377,古茗茶饮,古茗茶饮,unchanged
moka,haiyi/150699,海艺互娱,海艺互娱,unchanged
moka,handetouzi/46040,涵德投资,涵德投资,unchanged
moka,hanslaser/46383,大族激光,大族激光,unchanged
moka,hdzn/151324,中科光电,中科光电,unchanged
moka,heibaidiao/54126,黑白调集团,黑白调集团,unchanged
moka,het0000001/142804,和而泰,和而泰,unchanged
moka,hfsp/37149,禾丰股份,禾丰股份,unchanged
moka,hjmicro/54317,鸿钧微电子,鸿钧微电子,unchanged
moka,hkgyxxzx/148787,中国航空工业发展研究中心,中国航空工业发展研究中心,unchanged
moka,hnjxkjgf/168579,进芯科技,进芯科技,unchanged
moka,honganrobots/150155,厨芯科技,厨芯科技,unchanged
moka,hoymiles/70377,禾迈股份,禾迈股份,unchanged
moka,hq/101896,华勤技术,华勤技术,unchanged
moka,huahong/70000,上海华力,上海华力,unchanged
moka,huahong/74036,华虹宏力,华虹宏力,unchanged
moka,huahong/78009,华虹集团,华虹集团,unchanged
moka,huntkey/172055,航嘉集团,航嘉集团,unchanged
moka,huya/4112,虎牙,虎牙,unchanged
moka,hygon/169939,海光信息,海光信息,unchanged
moka,REDACTED,海能达,海能达,unchanged
moka,icrd/126587,ICRD上海集成电路研发中心,ICRD上海集成电路研发中心,unchanged
moka,immomo/54299,挚文集团,挚文集团,unchanged
moka,imtebon/74049,德邦证券,德邦证券,unchanged
moka,inforeenviro/182015,盈峰环境,盈峰环境,unchanged
moka,innoam/142310,因诺资产,因诺资产,unchanged
moka,isaber/187877,青禾晶元,青禾晶元,unchanged
moka,ismartware/69961,智融科技,智融科技,unchanged
moka,isv-tech/170471,易思维,易思维,unchanged
moka,ixmetals/182262,IXM埃珂森,IXM埃珂森,unchanged
moka,jianke-fangzhou/44310,方舟健客,方舟健客,unchanged
moka,jianshankeji/100134,见山科技,见山科技,unchanged
moka,jingling/125951,鲸灵,鲸灵,unchanged
moka,jingtai/2143,晶泰科技,晶泰科技,unchanged
moka,jingwang/170520,景旺电子,景旺电子,unchanged
moka,jingweirunke/170057,北京润科,北京润科,unchanged
moka,jiuzhoupharma/74059,九洲药业,九洲药业,unchanged
moka,jjw/143541,景嘉微,景嘉微,unchanged
moka,jnby/94912,江南布衣,江南布衣,unchanged
moka,jomoo/142937,九牧集团,九牧集团,unchanged
moka,joymedia/7674,无忧传媒,无忧传媒,unchanged
moka,joyson/94311,均胜,均胜,unchanged
moka,joyson/94374,均胜安全,均胜安全,unchanged
moka,jsjd/118048,晶盛机电,晶盛机电,unchanged
moka,jsti/144121,苏交科,苏交科,unchanged
moka,jxw/166492,聚芯微电子,聚芯微电子,unchanged
moka,kedachina/78371,科达制造,科达制造,unchanged
moka,kehua/92510,科华集团,科华集团,unchanged
moka,kingagroot/56082,清原农冠,清原农冠,unchanged
moka,kingbase/47259,电科金仓,电科金仓,unchanged
moka,kpmg/76195,毕马威,毕马威,unchanged
moka,kuka/172508,顾家家居,顾家家居,unchanged
moka,leagsoft/44599,联软科技,联软科技,unchanged
moka,leisai/146886,雷赛智能,雷赛智能,unchanged
moka,lesso/70303,中国联塑集团,中国联塑集团,unchanged
moka,leyuansu/2357,乐元素SH工作室,乐元素SH工作室,unchanged
moka,lingshi/144566,有道领世,有道领世,unchanged
moka,lingyiitech/172618,立敏达科技,立敏达科技,unchanged
moka,lingyiitech/182049,领益智造,领益智造,unchanged
moka,longcheer/166561,龙旗科技,龙旗科技,unchanged
moka,lowpowersemi/168412,微源半导体,微源半导体,unchanged
moka,lusterinc/44882,凌云光,凌云光,unchanged
moka,lygend/72100,力勤资源,力勤资源,unchanged
moka,manon/94861,曼伦,曼伦,unchanged
moka,mbcloud/150116,招银云创,招银云创,unchanged
moka,meidegroup/142830,玫德集团,玫德集团,unchanged
moka,memsensing/45045,敏芯股份,敏芯股份,unchanged
moka,messer/92849,梅塞尔中国,梅塞尔中国,unchanged
moka,metax-tech/58131,沐曦股份,沐曦股份,unchanged
moka,mingyuan/168644,明源云,明源云,unchanged
moka,minieye/118571,佑驾创新,佑驾创新,unchanged
moka,molimediagrouphr/171878,茉莉数科集团,茉莉数科集团,unchanged
moka,muyuan/145076,牧原,牧原,unchanged
moka,nanfu/39842,南孚集团,南孚集团,unchanged
moka,nbdeli/70019,得力集团,得力集团,unchanged
moka,newgrand/151701,新中大科技,新中大科技,unchanged
moka,newvisionox/24735,维信诺,维信诺,unchanged
moka,niimbot/45368,精臣,精臣,unchanged
moka,ninebot/45627,九号公司,九号公司,unchanged
moka,novasky/146544,华诺星空,华诺星空,unchanged
moka,novatek/182224,联咏科技,联咏科技,unchanged
moka,nsfocus/29118,绿盟科技,绿盟科技,unchanged
moka,nuvoltatech/29077,伏达半导体,伏达半导体,unchanged
moka,nvidia/47111,NVIDIA英伟达,NVIDIA英伟达,unchanged
moka,onlyedu/144926,昂立教育,昂立教育,unchanged
moka,openloong/164448,人形机器人,人形机器人,unchanged
moka,REDACTED,松下集团,松下集团,unchanged
moka,peacebird-women/172603,太平鸟,太平鸟,unchanged
moka,peets/118888,Peet's皮爷咖啡,Peet's皮爷咖啡,unchanged
moka,phlexing/100123,行芯科技,行芯科技,unchanged
moka,phoenixcontact/172581,菲尼克斯电气,菲尼克斯电气,unchanged
moka,pinsmedical/2726,品驰医疗,品驰医疗,unchanged
moka,REDACTED,奇瑞捷豹路虎-FREELANDER神行者,奇瑞捷豹路虎-FREELANDER神行者,unchanged
moka,qunhemail/2832,群核科技,群核科技,unchanged
moka,raynen/115955,睿能科技,睿能科技,unchanged
moka,rjzn/144501,仁洁智能科技有限公司,仁洁智能科技有限公司,unchanged
moka,ruien/140574,睿恩新能源,睿恩新能源,unchanged
moka,ruijie/136206,锐捷网络,锐捷网络,unchanged
moka,ruili/43376,睿励,睿励,unchanged
moka,sanfu/46833,三福,三福,unchanged
moka,sangfor/27944,深信服,深信服,unchanged
moka,scania/168376,斯堪尼亚,斯堪尼亚,unchanged
moka,seichitech/140888,精智达,精智达,unchanged
moka,semidrive/42941,芯驰科技,芯驰科技,unchanged
moka,semitronix/140043,广立微,广立微,unchanged
moka,sente/151238,森特股份,森特股份,unchanged
moka,sgs/74104,SGS,SGS,unchanged
moka,shanshu/57987,杉数科技,杉数科技,unchanged
moka,shengqu/96336,盛趣游戏,盛趣游戏,unchanged
moka,shenling/164368,申菱环境,申菱环境,unchanged
moka,shichuangyi/172086,时创意,时创意,unchanged
moka,shinry/172541,欣锐科技,欣锐科技,unchanged
moka,shopee/170008,Shopee（AI Star Program 顶尖技术人）,Shopee（AI Star Program 顶尖技术人）,unchanged
moka,shopee/170435,Sea,Sea,unchanged
moka,shopee/2962,Monee,Monee,unchanged
moka,shuhua/68312,舒华体育,舒华体育,unchanged
moka,shuixing/68039,水星家纺,水星家纺,unchanged
moka,sicc/140187,天岳先进,天岳先进,unchanged
moka,sinexcel/74287,盛弘股份,盛弘股份,unchanged
moka,sirio/166467,仙乐健康,仙乐健康,unchanged
moka,sjsemi/144842,盛合晶微,盛合晶微,unchanged
moka,smartcitysz/95466,深智城集团,深智城集团,unchanged
moka,smartmore/40506,思谋科技,思谋科技,unchanged
moka,smoore/150918,思摩尔国际,思摩尔国际,unchanged
moka,snto/100022,晟通集团,晟通集团,unchanged
moka,sohu/28313,搜狐,搜狐,unchanged
moka,solaxpower/151401,艾罗能源,艾罗能源,unchanged
moka,REDACTED,开立医疗,开立医疗,unchanged
moka,step/141903,阶跃星辰,阶跃星辰,unchanged
moka,sto/126265,申通快递,申通快递,unchanged
moka,sunlord/172521,顺络电子,顺络电子,unchanged
moka,sunnyoptical/146167,舜宇-校园大使,舜宇-校园大使,unchanged
moka,sunnyoptical/45602,舜宇集团,舜宇集团,unchanged
moka,sunyard/43203,信雅达,信雅达,unchanged
moka,swhysc-job/166086,申万宏源证券分支机构,申万宏源证券分支机构,unchanged
moka,swy/172554,中国十五冶,中国十五冶,unchanged
moka,synland/43559,时代新安,时代新安,unchanged
moka,syntegon/42656,星德科,星德科,unchanged
moka,tec-do/41717,钛动科技,钛动科技,unchanged
moka,tengden/164567,腾盾科创,腾盾科创,unchanged
moka,thfund/46219,天弘基金,天弘基金,unchanged
moka,threatbook/39679,微步在线,微步在线,unchanged
moka,REDACTED,天虹数科,天虹数科,unchanged
moka,tianma/170490,天马微电子,天马微电子,unchanged
moka,tianyancapital/98902,天演资本,天演资本,unchanged
moka,tjsports/142880,腾竞体育,腾竞体育,unchanged
moka,totopcreatives/102100,途拓,途拓,unchanged
moka,transwarp/3196,星环科技,星环科技,unchanged
moka,tsinghuaic/39656,紫光同芯,紫光同芯,unchanged
moka,ubiquantrecruit/37031,九坤投资,九坤投资,unchanged
moka,uwant/149092,UWANT友望,UWANT友望,unchanged
moka,vanchip/47239,唯捷创芯,唯捷创芯,unchanged
moka,vanke/147055,万物云,万物云,unchanged
moka,vertiv/118713,维谛技术(Vertiv),维谛技术(Vertiv),unchanged
moka,vipshophr/10039,唯品会,唯品会,unchanged
moka,visinextek/41636,为旌科技,为旌科技,unchanged
moka,REDACTED,沃尔沃汽车,沃尔沃汽车,unchanged
moka,vwa/168597,大众汽车集团（中国）,大众汽车集团（中国）,unchanged
moka,wandacm/164049,新达盟-珠海万达商管|银翼投资,新达盟-珠海万达商管|银翼投资,unchanged
moka,wedobest/46167,多比特信息,多比特信息,unchanged
moka,weilaiyishou/145029,未来一手,未来一手,unchanged
moka,wens/92366,温氏股份,温氏股份,unchanged
moka,whfhtx/73922,烽火通信,烽火通信,unchanged
moka,wt/182139,微泰医疗,微泰医疗,unchanged
moka,wuji/145173,舞肌科技,舞肌科技,unchanged
moka,wuxixdc/164236,药明合联,药明合联,unchanged
moka,wxautowell/45558,奥特维集团,奥特维集团,unchanged
moka,wynca/118027,传化智联,传化智联,unchanged
moka,wynca/141115,传化集团,传化集团,unchanged
moka,xingbang/67958,星邦智能,星邦智能,unchanged
moka,xinhee/168514,欣贺股份,欣贺股份,unchanged
moka,xiwang/146380,希望学,希望学,unchanged
moka,xquant/45053,衡泰技术,衡泰技术,unchanged
moka,xunlei/26600,迅雷X-PEP产品星计划,迅雷X-PEP产品星计划,unchanged
moka,yadea/26985,天津雅迪,天津雅迪,unchanged
moka,yanfeng/45086,延锋,延锋,unchanged
moka,yanhun/24017,杭州炎魂网络,杭州炎魂网络,unchanged
moka,yeswood/142521,源氏木语,源氏木语,unchanged
moka,yhfund/143004,银华基金,银华基金,unchanged
moka,yinhetongyong/165930,银河通用机器人,银河通用机器人,unchanged
moka,yinlun/128571,银轮股份,银轮股份,unchanged
moka,ylhdc/95551,雅砻江水电,雅砻江水电,unchanged
moka,youngy/166533,融捷能源,融捷能源,unchanged
moka,ypgj/164305,姚品国际,姚品国际,unchanged
moka,yuchai/140075,玉柴集团,玉柴集团,unchanged
moka,yunhonggroup/140309,阿吉豆,阿吉豆,unchanged
moka,yusen/73956,日邮物流,日邮物流,unchanged
moka,yushi/3773,驭势科技,驭势科技,unchanged
moka,yutong/172567,宇通集团,宇通集团,unchanged
moka,yxws/168223,德佑,德佑,unchanged
moka,zczl/172433,中创智领集团,中创智领集团,unchanged
moka,zding/117879,正定私募,正定私募,unchanged
moka,zhlx/146852,中环领先半导体,中环领先半导体,unchanged
moka,zhongan/148589,众安,众安,unchanged
moka,zhongan/71908,众安保险,众安保险,unchanged
moka,zijinmining/117957,紫金矿业,紫金矿业,unchanged
moka,zijinmining/166497,紫金矿业-校园大使,紫金矿业-校园大使,unchanged
moka,zkxx/182327,中控信息,中控信息,unchanged
moka,zlongame/140110,紫龙游戏,紫龙游戏,unchanged
moka,zphz/148984,智谱,智谱,unchanged
moka,zsquant/36544,卓识基金,卓识基金,unchanged
feishu,arashivision,影石Insta360,影石Insta360,unchanged
feishu,lilithgames,莉莉丝游戏,莉莉丝游戏,unchanged
feishu,xiaopeng,小鹏汽车,小鹏汽车,unchanged
feishu,nio,蔚来汽车,蔚来汽车,unchanged
feishu,papergames,叠纸游戏,叠纸游戏,unchanged
feishu,sensetime,商汤科技,商汤科技,unchanged
feishu,thundersoft,中科创达,中科创达,unchanged
feishu,asiainfo-sec,亚信,亚信,unchanged
feishu,bambulab,Bambulab,Bambulab,unchanged
feishu,banu,巴奴集团,巴奴集团,unchanged
feishu,blacklake,黑湖科技,黑湖科技,unchanged
feishu,boke,波克科技集团,波克科技集团,unchanged
feishu,brightchip,智遨通（天津）信息技术股份有限公司,智遨通（天津）信息技术股份有限公司,unchanged
feishu,caz6yhvgk5z,北京电子数智科技有限责任公司,北京电子数智科技有限责任公司,unchanged
feishu,chitu-ai,清程极智,清程极智,unchanged
feishu,dx3a2bminsq,深圳众擎机器人科技股份有限公司,深圳众擎机器人科技股份有限公司,unchanged
feishu,ealklohoih0,湖北三宁化工股份有限公司,湖北三宁化工股份有限公司,unchanged
feishu,echotech,回响科技,回响科技,unchanged
feishu,everrising,永卓控股有限公司,永卓控股有限公司,unchanged
feishu,fcn5hvc5qbfs,上海大裂谷智能科技有限公司,上海大裂谷智能科技有限公司,unchanged
feishu,flexivrobotics,Flexiv,Flexiv,unchanged
feishu,gamealestudio,GameAle,GameAle,unchanged
feishu,gffunds,广发基金,广发基金,unchanged
feishu,govy,高域科技,高域科技,unchanged
feishu,guanghe,洋葱学园,洋葱学园,unchanged
feishu,gunuojituan,顾诺集团,顾诺集团,unchanged
feishu,hailiang,海亮集团有限公司,海亮集团有限公司,unchanged
feishu,herogames,英雄游戏,英雄游戏,unchanged
feishu,heygears,黑格科技,黑格科技,unchanged
feishu,hf7l9aiqzx,北京趣拿软件科技有限公司,北京趣拿软件科技有限公司,unchanged
feishu,huayugames,华娱网络,华娱网络,unchanged
feishu,infinigence,无问芯穹,无问芯穹,unchanged
feishu,intellicrane,Uni-MIND,Uni-MIND,unchanged
feishu,is35svcbne,中邮消费金融有限公司,中邮消费金融有限公司,unchanged
feishu,iwhih7is28,北京发那科机电有限公司,北京发那科机电有限公司,unchanged
feishu,j1szxceol43,深圳艾麦供应链服务有限公司,深圳艾麦供应链服务有限公司,unchanged
feishu,j8fq0c3gg7,梅花生物科技集团股份有限公司,梅花生物科技集团股份有限公司,unchanged
feishu,jijiapets,吉家宠物集团,吉家宠物集团,unchanged
feishu,jvvyvrptdzz,江苏国泰汉帛实业发展有限公司,江苏国泰汉帛实业发展有限公司,unchanged
feishu,jzyxgames,厦门极致互动网络技术股份有限公司,厦门极致互动网络技术股份有限公司,unchanged
feishu,k13pqewe7i,歌尔丹拿,歌尔丹拿,unchanged
feishu,kargobot,卡尔动力,卡尔动力,unchanged
feishu,learnings,北京乐信圣文科技有限责任公司,北京乐信圣文科技有限责任公司,unchanged
feishu,leoao-inc,乐刻运动,乐刻运动,unchanged
feishu,meiyijia,美宜佳控股有限公司,美宜佳控股有限公司,unchanged
feishu,meta,MetaApp,MetaApp,unchanged
feishu,n8r2cr07gk,OBSBOT寻影,OBSBOT寻影,unchanged
feishu,nsingtech,国民技术股份有限公司,国民技术股份有限公司,unchanged
feishu,orinko-ht,会通新材料股份有限公司,会通新材料股份有限公司,unchanged
feishu,pecivkvtit,深圳市其域创新科技有限公司,深圳市其域创新科技有限公司,unchanged
feishu,ponyai,小马智行,小马智行,unchanged
feishu,primebot,启元业务部,启元业务部,unchanged
feishu,qcnhg4ksaiwt,鸿擎科技,鸿擎科技,unchanged
feishu,r3c0qt6yjw,新石器,新石器,unchanged
feishu,rcnrrgo8je7j,雷鸟科技,雷鸟科技,unchanged
feishu,seer-group,仙工智能,仙工智能,unchanged
feishu,sen-asic,琻捷电子科技（江苏）股份有限公司,琻捷电子科技（江苏）股份有限公司,unchanged
feishu,sii-czxy,上海创智学院,上海创智学院,unchanged
feishu,smartlogictech,思朗科技,思朗科技,unchanged
feishu,songmicshome,致欧家居,致欧家居,unchanged
feishu,startorus,上海星环聚能科技有限公司,上海星环聚能科技有限公司,unchanged
feishu,sunmmio1104,算苗科技（北京）有限公司,算苗科技（北京）有限公司,unchanged
feishu,syounggroup,水羊,水羊,unchanged
feishu,tianzhulingshan,天竺灵山,天竺灵山,unchanged
feishu,toa7dmu9bq,电子所,电子所,unchanged
feishu,tranxmart,千曙科技,千曙科技,unchanged
feishu,tsingtengms,紫光青藤,紫光青藤,unchanged
feishu,ucn8mrbdnw7i,博瑞精芯,博瑞精芯,unchanged
feishu,varp4lp3dbc,记忆科技（深圳）有限公司,记忆科技（深圳）有限公司,unchanged
feishu,vcnuqm4lv2uh,九方智投控股,九方智投控股,unchanged
feishu,vivix-ai,灵动时刻,灵动时刻,unchanged
feishu,wdh,水滴公司,水滴公司,unchanged
feishu,wepie,微派网络,微派网络,unchanged
feishu,xd-legacy,XD Inc.,XD Inc.,unchanged
feishu,yftech2012,远峰科技股份有限公司,远峰科技股份有限公司,unchanged
feishu,yonghui,永辉超市,永辉超市,unchanged
feishu,z1zgmci7a8s,桂林啄木鸟医疗,桂林啄木鸟医疗,unchanged
feishu,zj-innolight,苏州旭创科技有限公司,苏州旭创科技有限公司,unchanged
workday,nvidia/wd5/NVIDIAExternalCareerSite,英伟达,英伟达,unchanged
workday,citi/wd5/2,花旗银行,花旗银行,unchanged
workday,jj/wd5/JJ,强生,强生,unchanged
workday,shell/wd3/ShellCareers,壳牌,壳牌,unchanged
workday,REDACTED,英国石油,英国石油,unchanged
workday,REDACTED,美敦力,美敦力,unchanged
workday,mmc/wd1/MMC,奥纬咨询,奥纬咨询,unchanged
workday,marvell/wd1/MarvellCareers,美满电子,美满电子,unchanged
workday,herbertsmithfreehills/wd3/External,史密夫斐尔,史密夫斐尔,unchanged
successfactors,jobs.sap.com,思爱普,思爱普,unchanged
successfactors,jobs.zf.com,采埃孚,采埃孚,unchanged
successfactors,jobs.boehringer-ingelheim.com,勃林格殷格翰,勃林格殷格翰,unchanged
